CODIGO,DEALER,TIENDAS,ZONA,TIPO TIENDA,CORREO INSTRUCTOR,NOMBRE INSTRUCTOR,CORREO SUPERVISOR,NOMBRE SUPERVISOR,CORREO PROMOTOR 1,CORREO PROMOTOR 1
524280,ELEKTRA,ELEKTRA HUANCAYO,Sin Zona,C,,,,,,
525996,ELEKTRA,ELEKTRA HUANUCO,Sin Zona,B,,,,,,
529470,ELEKTRA,ELEKTRA HUARAL,Sin Zona,B,,,,,,
524285,ELEKTRA,ELEKTRA HUARAZ,Sin Zona,B,,,,,,
524279,ELEKTRA,ELEKTRA HUAYCAN,Sin Zona,B,,,,,,
529580,ELEKTRA,ELEKTRA ICA,Sin Zona,B,,,,,,
528014,ELEKTRA,ELEKTRA ILO,Sin Zona,C,,,,,,
524269,ELEKTRA,ELEKTRA INDEPENDENCIA,Zona 1,B,,,,,,
523825,ELEKTRA,ELEKTRA IQUITOS,Sin Zona,A,,,,,,
524282,ELEKTRA,ELEKTRA JAEN,Sin Zona,B,,,,,,
522248,ELEKTRA,ELEKTRA JOSE GALVEZ,Sin Zona,C,,,,,,
525986,ELEKTRA,ELEKTRA JULIACA,Sin Zona,C,,,,,,
529483,ELEKTRA,ELEKTRA LA MARINA,Sin Zona,B,,,,,,
525988,ELEKTRA,ELEKTRA LA MERCED,Zona 5,C,,,,,,
524283,ELEKTRA,ELEKTRA LAMBAYEQUE,Zona 6,C,,,,,,
529849,ELEKTRA,ELEKTRA LOS OLIVOS,Zona 1,C,,,,,,
522246,ELEKTRA,ELEKTRA LURIN,Zona 7,C,,,,,,
521603,ELEKTRA,ELEKTRA MADRE DE DIOS,Sin Zona,B,,,,,,
527854,ELEKTRA,ELEKTRA MINKA,Zona 3,C,,,,,,
---,ELEKTRA,ELEKTRA MIRAFLORES,Sin Zona,C,,,,,,
525984,ELEKTRA,ELEKTRA PACASMAYO,Sin Zona,C,,,,,,
524264,ELEKTRA,ELEKTRA PISCO,Sin Zona,B,,,,,,
---,ELEKTRA,ELEKTRA PIURA,Sin Zona,C,,,,,,
525985,ELEKTRA,ELEKTRA PRO,Sin Zona,C,,,,,,
524267,ELEKTRA,ELEKTRA PROCERES,Zona 1,B,,,,,,
523823,ELEKTRA,ELEKTRA PUCALLPA,Sin Zona,C,,,,,,
520111,ELEKTRA,ELEKTRA PUENTE PIEDRA,Sin Zona,B,,,,,,
525994,ELEKTRA,ELEKTRA PUNO,Sin Zona,C,,,,,,
527896,ELEKTRA,ELEKTRA SAN JUAN DE LURIGANCHO,Zona 7,B,,,,,,
527867,ELEKTRA,ELEKTRA SAN MARTIN DE PORRAS,Zona 1,B,,,,,,
524268,ELEKTRA,ELEKTRA SANCHEZ CERRO,Sin Zona,C,,,,,,
525260,ELEKTRA,ELEKTRA SANTA ANITA,Sin Zona,C,,,,,,
526498,ELEKTRA,ELEKTRA SINCHI ROCA,Sin Zona,C,,,,,,
524270,ELEKTRA,ELEKTRA SULLANA,Sin Zona,C,,,,,,
522247,ELEKTRA,ELEKTRA SURQUILLO,Zona 4,C,,,,,,
525987,ELEKTRA,ELEKTRA TACNA SAN MARTIN,Sin Zona,C,,,,,,
528013,ELEKTRA,ELEKTRA TACNA SANTA ROSA,Sin Zona,B,,,,,,
524277,ELEKTRA,ELEKTRA TALARA,Sin Zona,B,,,,,,
523824,ELEKTRA,ELEKTRA TARAPOTO,Sin Zona,B,,,,,,
525261,ELEKTRA,ELEKTRA TINGO MARIA,Sin Zona,B,,,,,,
529852,ELEKTRA,ELEKTRA TOMAS VALLE,Sin Zona,C,,,,,,
524265,ELEKTRA,ELEKTRA TRUJILLO AYACUCHO,Sin Zona,B,,,,,,
524276,ELEKTRA,ELEKTRA TRUJILLO EL PORVENIR,Sin Zona,C,,,,,,
524266,ELEKTRA,ELEKTRA TRUJILLO LA ESPERANZA,Sin Zona,C,,,,,,
520109,ELEKTRA,ELEKTRA VENTANILLA,Zona 1,B,,,,,,
522249,ELEKTRA,ELEKTRA VILLA EL SALVADOR,Zona 7,A,,,,,,
527870,ELEKTRA,ELEKTRA VILLA MARIA DEL TRIUNFO,Zona 4,B,,,,,,
0,ESTILOS,ESTILOS CAYMA,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS CAYMA II,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS CHINCHA,Sin Zona,B,,,,,,
0,ESTILOS,ESTILOS DECO HOGAR,Zona 5,A,,,,,,
0,ESTILOS,ESTILOS EJERCITO,Zona 5,A,,,,,,
0,ESTILOS,ESTILOS HUACHO,Sin Zona,A,,,,,,
0,ESTILOS,ESTILOS HUANCAYO,Sin Zona,A,,,,,,
0,ESTILOS,ESTILOS ICA,Sin Zona,B,,,,,,
0,ESTILOS,ESTILOS LAMBRAMANI,Zona 5,A,,,,,,
0,ESTILOS,ESTILOS LIMA NORTE,Zona 1,A,,,,,,
0,ESTILOS,ESTILOS MERCADERES,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS MOLLENDO,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS MOQUEGUA,Sin Zona,A,,,,,,
0,ESTILOS,ESTILOS MORAN,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS NICOLAS AYLLON,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS OUTLET HUACHO,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS OUTLET HUANCAYO,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS OUTLET PISCO,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS OUTLET SANTA INES,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS PISCO,Sin Zona,A,,,,,,
0,ESTILOS,ESTILOS PIURA,Sin Zona,B,,,,,,
0,ESTILOS,ESTILOS PORONGOCHE,Zona 5,A,,,,,,
0,ESTILOS,ESTILOS RIVERO,Zona 5,B,,,,,,
0,ESTILOS,ESTILOS SANTA INES,Zona 2,B,,,,,,
0,ESTILOS,ESTILOS TRUJILLO,Sin Zona,B,,,,,,
0,ESTILOS,ESTILOS UMACOLLO,Sin Zona,C,,,,,,
0,ESTILOS,ESTILOS VILLA EL SALVADOR,Zona 4,A,,,,,,
ArcLM,ETERNINTY,ETERNINTY ARCADIA,Sin Zona,B,,,,,,
P031,GALLO MAS GALLO,GMG AREQUIPA 2,Zona 5,C,,,,,,
P039,GALLO MAS GALLO,GMG AREQUIPA 3,Sin Zona,C,,,,,,
P001,GALLO MAS GALLO,GMG ATE,Zona 7,C,,,,,,
P044,GALLO MAS GALLO,GMG AYACUCHO,Sin Zona,C,,,,,,
P023,GALLO MAS GALLO,GMG BARRANCA,Sin Zona,C,,,,,,
P009,GALLO MAS GALLO,GMG CANTO GRANDE,Sin Zona,C,,,,,,
P012,GALLO MAS GALLO,GMG CAÑETE,Sin Zona,C,,,,,,
P002,GALLO MAS GALLO,GMG CARABAYLLO,Sin Zona,B,,,,,,
P026,GALLO MAS GALLO,GMG CHEPEN,Sin Zona,C,,,,,,
P027,GALLO MAS GALLO,GMG CHICLAYO,Zona 6,C,,,,,,
P022,GALLO MAS GALLO,GMG CHILCA,Sin Zona,C,,,,,,
P025,GALLO MAS GALLO,GMG CHIMBOTE,Sin Zona,C,,,,,,
P016,GALLO MAS GALLO,GMG CHINCHA,Sin Zona,C,,,,,,
P003,GALLO MAS GALLO,GMG COMAS,Zona 1,B,,,,,,
P024,GALLO MAS GALLO,GMG CUSCO,Sin Zona,C,,,,,,
P036,GALLO MAS GALLO,GMG HUACHO,Sin Zona,C,,,,,,
P047,GALLO MAS GALLO,GMG HUANUCO,Sin Zona,C,,,,,,
P015,GALLO MAS GALLO,GMG HUARAL,Sin Zona,C,,,,,,
P004,GALLO MAS GALLO,GMG HUAYCAN,Sin Zona,C,,,,,,
P021,GALLO MAS GALLO,GMG ICA,Sin Zona,C,,,,,,
P040,GALLO MAS GALLO,GMG JAÉN,Sin Zona,C,,,,,,
P043,GALLO MAS GALLO,GMG LA JOYA-AREQUIPA,Sin Zona,C,,,,,,
P042,GALLO MAS GALLO,GMG LAMBAYEQUE,Sin Zona,C,,,,,,
P029,GALLO MAS GALLO,GMG LURIN,Zona 7,B,,,,,,
P041,GALLO MAS GALLO,GMG MANCORA,Sin Zona,C,,,,,,
P008,GALLO MAS GALLO,GMG MINKA,Zona 3,B,,,,,,
P038,GALLO MAS GALLO,GMG NAZCA,Sin Zona,C,,,,,,
P030,GALLO MAS GALLO,GMG PEDREGAL,Sin Zona,C,,,,,,
P017,GALLO MAS GALLO,GMG PISCO,Sin Zona,C,,,,,,
P020,GALLO MAS GALLO,GMG PUENTE PIEDRA,Zona 1,B,,,,,,
P019,GALLO MAS GALLO,GMG PUNO,Sin Zona,B,,,,,,
P037,GALLO MAS GALLO,GMG QUILLABAMBA,Sin Zona,C,,,,,,
P006,GALLO MAS GALLO,GMG SJL,Zona 1,C,,,,,,
P011,GALLO MAS GALLO,GMG SJM,Zona 4,B,,,,,,
P032,GALLO MAS GALLO,GMG SULLANA,Sin Zona,C,,,,,,
P045,GALLO MAS GALLO,GMG TACNA,Sin Zona,C,,,,,,
P034,GALLO MAS GALLO,GMG TALARA,Sin Zona,C,,,,,,
P028,GALLO MAS GALLO,GMG TRUJILLO - CERCADO,Sin Zona,B,,,,,,
P018,GALLO MAS GALLO,GMG TRUJILLO - PORVENIR,Sin Zona,B,,,,,,
P035,GALLO MAS GALLO,GMG TUMBES,Sin Zona,C,,,,,,
P033,GALLO MAS GALLO,GMG UNIÓN,Sin Zona,C,,,,,,
P046,GALLO MAS GALLO,GMG URUBAMBA,Sin Zona,C,,,,,,
P007,GALLO MAS GALLO,GMG VENTANILLA,Zona 1,C,,,,,,
P014,GALLO MAS GALLO,GMG VES,Zona 4,C,,,,,,
P005,GALLO MAS GALLO,GMG VMT(ALLENDE),Zona 4,C,,,,,,
P010,GALLO MAS GALLO,GMG VMT(PESQUERO),Zona 4,C,,,,,,
P013,GALLO MAS GALLO,GMG ZARATE,Sin Zona,B,,,,,,
0,HIRAOKA,HIRAOKA LIMA CERCADO DE LIMA,Zona 3,A,,,,,,
0,HIRAOKA,HIRAOKA LIMA INDEPENDENCIA,Zona 1,A,,,,,,
0,HIRAOKA,HIRAOKA LIMA MIRAFLORES,Zona 4,A,,,,,,
0,HIRAOKA,HIRAOKA LIMA SAN MIGUEL,Zona 3,A,,,,,,
0,MARCIMEX,MARCIMEX ABANCAY,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX AREQUIPA II,Zona 5,C,,,,,,
0,MARCIMEX,MARCIMEX AYACUCHO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX BARRANCA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX BODEGA - PAITA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX BODEGA TRUJILLO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX BODEGA-AREQUIPA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX BODEGA-CHICLAYO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX BODEGA-TUMBES,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CAJAMARCA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CAÑETE,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CARAZ,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CASAGRANDE,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CASMA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CAYALTI,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CHACHAPOYAS,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CHEPEN,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CHICLAYO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CHICLAYO II,Zona 6,C,,,,,,
0,MARCIMEX,MARCIMEX CHIMBOTE 2,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CHINCHA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX CHULUCANAS,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX HUACHO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX HUAMACHUCO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX HUANCAYO 3,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX HUANUCO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX HUARAL,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX ICA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX ILO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX IQUITOS,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX JAEN,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX JUANJUI,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX JULIACA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX LA MERCED,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX LA UNION,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX LAMBAYEQUE,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX MALA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX MANCORA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX MAYOREO ARENALES,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX MOYOBAMBA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX NAZCA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX NUEVO CHIMBOTE,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX OLMOS,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX OTUZCO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PACASMAYO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PAITA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PARCONA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PISCO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PIURA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PIURA2,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX PUCALLPA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX QUILLABAMBA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX SECHURA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX SULLANA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TACNA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TALARA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TAMBO GRANDE,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TARAPOTO,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TINGO MARIA,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TOCACHE,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TRUJILLO I,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TRUJILLO III,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX TUMBES,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX VIRU,Sin Zona,C,,,,,,
0,MARCIMEX,MARCIMEX YURIMAGUAS,Sin Zona,C,,,,,,
0,MAS GAMERS,MAS GAMERS STORE ARENALES,Zona 2,B,,,,,,
,NEXTLEVEL,NEXT LEVEL BELLAVISTA,Zona 3,C,,,,,,
,NEXTLEVEL,NEXT LEVEL JOCKEY PLAZA,Zona 2,C,,,,,,
,NEXTLEVEL,NEXT LEVEL MEGAPLAZA,Zona 1,C,,,,,,
,NEXTLEVEL,NEXT LEVEL PLAZA SAN MIGUEL,Zona 3,C,,,,,,
,NEXTLEVEL,NEXT LEVEL PRIMAVERA,Zona 4,C,,,,,,
105,OECHSLE,OECHSLE AREQUIPA,Zona 5,B,,,,,,
114,OECHSLE,OECHSLE BARRANCA,Sin Zona,B,,,,,,
120,OECHSLE,OECHSLE CAJAMARCA,Zona 6,B,,,,,,
205,OECHSLE,OECHSLE CARPA SANTA CLARA,Sin Zona,C,,,,,,
103,OECHSLE,OECHSLE CENTRO CIVICO,Zona 3,A,,,,,,
119,OECHSLE,OECHSLE CHICLAYO,Zona 6,A,,,,,,
117,OECHSLE,OECHSLE CUSCO,Zona 7,A,,,,,,
101,OECHSLE,OECHSLE HUANCAYO,Zona 7,A,,,,,,
129,OECHSLE,OECHSLE HUANUCO,Sin Zona,B,,,,,,
104,OECHSLE,OECHSLE ICA,Zona 7,B,,,,,,
107,OECHSLE,OECHSLE JIRON DE LA UNION,Zona 3,B,,,,,,
118,OECHSLE,OECHSLE JOCKEY PLAZA,Zona 2,A,,,,,,
110,OECHSLE,OECHSLE JULIACA,Sin Zona,B,,,,,,
128,OECHSLE,OECHSLE LA CURVA,Sin Zona,C,,,,,,
111,OECHSLE,OECHSLE LA RAMBLA,Zona 2,B,,,,,,
126,OECHSLE,OECHSLE MALL DEL SUR,Zona 4,A,,,,,,
113,OECHSLE,OECHSLE PIURA,Zona 6,B,,,,,,
109,OECHSLE,OECHSLE PLAZA LIMA NORTE,Zona 1,A,,,,,,
108,OECHSLE,OECHSLE PRIMAVERA,Zona 4,B,,,,,,
125,OECHSLE,OECHSLE PUCALLPA,Sin Zona,B,,,,,,
121,OECHSLE,OECHSLE SALAVERRY,Zona 3,B,,,,,,
102,OECHSLE,OECHSLE TRUJILLO,Zona 6,A,,,,,,
P183,PARIS,PARIS AQP CERRO COLORADO,Zona 5,A,,,,,,
P199,PARIS,PARIS AQP LAMBRAMANI,Zona 5,A,,,,,,
P262,PARIS,PARIS BELLAVISTA,Zona 3,A,,,,,,
P254,PARIS,PARIS BRASIL,Zona 7,A,,,,,,
P132,PARIS,PARIS CAJAMARCA,Zona 6,A,,,,,,
P216,PARIS,PARIS ICA,Zona 7,A,,,,,,
P264,PARIS,PARIS JOCKEY PLAZA,Zona 2,A,,,,,,
P162,PARIS,PARIS LIMA NORTE,Zona 1,A,,,,,,
P257,PARIS,PARIS MEGAPLAZA,Zona 1,A,,,,,,
P263,PARIS,PARIS TRUJILLO,Zona 6,A,,,,,,
---,PHANTOM,PHANTOM ANGAMOS,Zona 4,A,,,,,,
---,PHANTOM,PHANTOM CHACARILLA,Zona 4,A,,,,,,
---,PHANTOM,PHANTOM CHICLAYO,Zona 6,A,,,,,,
---,PHANTOM,PHANTOM CUSCO,Zona 7,A,,,,,,
---,PHANTOM,PHANTOM JOCKEY PLAZA,Zona 2,A,,,,,,
---,PHANTOM,PHANTOM LAMBRAMANI,Zona 5,A,,,,,,
---,PHANTOM,PHANTOM LARCO,Zona 4,A,,,,,,
---,PHANTOM,PHANTOM LARCOMAR,Zona 4,A,,,,,,
---,PHANTOM,PHANTOM MALL DEL SUR,Zona 4,A,,,,,,
---,PHANTOM,PHANTOM MEGAPLAZA,Zona 1,A,,,,,,
---,PHANTOM,PHANTOM PIURA,Zona 6,A,,,,,,
---,PHANTOM,PHANTOM PLAZA LIMA NORTE,Zona 1,A,,,,,,
---,PHANTOM,PHANTOM PORONGOCHE,Zona 5,A,,,,,,
---,PHANTOM,PHANTOM SALAVERRY,Zona 3,A,,,,,,
---,PHANTOM,PHANTOM SAN BORJA,Zona 2,A,,,,,,
---,PHANTOM,PHANTOM SAN MIGUEL,Zona 3,A,,,,,,
---,PHANTOM,PHANTOM SANTA ANITA,Zona 2,A,,,,,,
---,PHANTOM,PHANTOM TRUJILLO,Zona 6,A,,,,,,
P159,PLAZA VEA,PLAZA VEA ACHO,Sin Zona,C,,,,,,
P118,PLAZA VEA,PLAZA VEA ALFONSO UGARTE,Sin Zona,C,,,,,,
P104,PLAZA VEA,PLAZA VEA AREQUIPA,Zona 5,B,,,,,,
---,PLAZA VEA,PLAZA VEA AREQUIPA II,Sin Zona,C,,,,,,
P066,PLAZA VEA,PLAZA VEA ATE,Zona 2,B,,,,,,
P221,PLAZA VEA,PLAZA VEA BARRANCA,Sin Zona,B,,,,,,
P080,PLAZA VEA,PLAZA VEA BOLICHERA,Zona 4,B,,,,,,
P052,PLAZA VEA,PLAZA VEA BRASIL,Zona 3,B,,,,,,
---,PLAZA VEA,PLAZA VEA BRASIL 2,Sin Zona,C,,,,,,
P224,PLAZA VEA,PLAZA VEA BREÑA,Sin Zona,C,,,,,,
P225,PLAZA VEA,PLAZA VEA CAJAMARCA,Zona 6,B,,,,,,
P059,PLAZA VEA,PLAZA VEA CALLAO,Sin Zona,C,,,,,,
P134,PLAZA VEA,PLAZA VEA CENTRO CIVICO,Zona 3,B,,,,,,
P112,PLAZA VEA,PLAZA VEA CERES,Zona 7,C,,,,,,
P102,PLAZA VEA,PLAZA VEA CHICLAYO,Zona 6,B,,,,,,
P130,PLAZA VEA,PLAZA VEA CHIMBOTE,Sin Zona,B,,,,,,
P142,PLAZA VEA,PLAZA VEA CHINCHA,Sin Zona,B,,,,,,
P141,PLAZA VEA,PLAZA VEA CHOSICA,Sin Zona,B,,,,,,
P135,PLAZA VEA,PLAZA VEA COLONIAL,Sin Zona,C,,,,,,
P084,PLAZA VEA,PLAZA VEA COMAS,Zona 1,B,,,,,,
P061,PLAZA VEA,PLAZA VEA CORTIJO,Sin Zona,B,,,,,,
P223,PLAZA VEA,PLAZA VEA CUSCO ARZOBISPO,Sin Zona,B,,,,,,
P235,PLAZA VEA,PLAZA VEA CUSCO SJERONIMO,Sin Zona,C,,,,,,
P261,PLAZA VEA,PLAZA VEA EL AGUSTINO,Sin Zona,C,,,,,,
P123,PLAZA VEA,PLAZA VEA EL CHACARERO,Sin Zona,C,,,,,,
P132,PLAZA VEA,PLAZA VEA EL EJERCITO,Sin Zona,C,,,,,,
P238,PLAZA VEA,PLAZA VEA GRIFO MEXICO,Sin Zona,C,,,,,,
P133,PLAZA VEA,PLAZA VEA GUARDIA CIVIL,Zona 4,B,,,,,,
P048,PLAZA VEA,PLAZA VEA HIGUERETA,Zona 4,B,,,,,,
P144,PLAZA VEA,PLAZA VEA HUACHO,Sin Zona,B,,,,,,
P115,PLAZA VEA,PLAZA VEA HUANCAYO,Sin Zona,A,,,,,,
P197,PLAZA VEA,PLAZA VEA HUANUCO,Sin Zona,B,,,,,,
P201,PLAZA VEA,PLAZA VEA HUARAL,Sin Zona,B,,,,,,
P122,PLAZA VEA,PLAZA VEA ICA,Sin Zona,C,,,,,,
P117,PLAZA VEA,PLAZA VEA IZAGUIRRE,Zona 1,B,,,,,,
P260,PLAZA VEA,PLAZA VEA JAEN,Sin Zona,B,,,,,,
P037,PLAZA VEA,PLAZA VEA JOCKEY PLAZA,Zona 2,B,,,,,,
P147,PLAZA VEA,PLAZA VEA JULIACA,Sin Zona,B,,,,,,
P291,PLAZA VEA,PLAZA VEA LA CURVA,Sin Zona,B,,,,,,
P081,PLAZA VEA,PLAZA VEA LA MOLINA,Zona 2,B,,,,,,
P333,PLAZA VEA,PLAZA VEA LA PLACITA,Sin Zona,C,,,,,,
P001,PLAZA VEA,PLAZA VEA LOS OLIVOS,Zona 1,C,,,,,,
P202,PLAZA VEA,PLAZA VEA LURIN,Sin Zona,B,,,,,,
P064,PLAZA VEA,PLAZA VEA MIRAFLORES,Zona 4,B,,,,,,
P259,PLAZA VEA,PLAZA VEA MOQUEGUA,Sin Zona,B,,,,,,
P143,PLAZA VEA,PLAZA VEA NUEVO CHIMBOTE,Sin Zona,C,,,,,,
P226,PLAZA VEA,PLAZA VEA PAITA,Sin Zona,C,,,,,,
P236,PLAZA VEA,PLAZA VEA PISCO,Sin Zona,C,,,,,,
P145,PLAZA VEA,PLAZA VEA PIURA,Sin Zona,B,,,,,,
P068,PLAZA VEA,PLAZA VEA PRIMAVERA,Zona 4,C,,,,,,
P114,PLAZA VEA,PLAZA VEA PRO,Zona 1,B,,,,,,
P228,PLAZA VEA,PLAZA VEA PUCALLPA,Sin Zona,C,,,,,,
P119,PLAZA VEA,PLAZA VEA PUENTE PIEDRA,Zona 1,B,,,,,,
P172,PLAZA VEA,PLAZA VEA PUNO,Sin Zona,B,,,,,,
P203,PLAZA VEA,PLAZA VEA RIMAC,Sin Zona,B,,,,,,
P089,PLAZA VEA,PLAZA VEA RISSO,Zona 2,C,,,,,,
P229,PLAZA VEA,PLAZA VEA SALAVERRY,Zona 3,B,,,,,,
P195,PLAZA VEA,PLAZA VEA SAN BORJA,Zona 2,B,,,,,,
P227,PLAZA VEA,PLAZA VEA SAN ISIDRO,Zona 2,C,,,,,,
P096,PLAZA VEA,PLAZA VEA SAN JORGE,Sin Zona,C,,,,,,
P126,PLAZA VEA,PLAZA VEA SANTA CLARA,Sin Zona,B,,,,,,
P125,PLAZA VEA,PLAZA VEA SJ LURIGANCHO,Zona 1,B,,,,,,
P192,PLAZA VEA,PLAZA VEA SULLANA,Sin Zona,C,,,,,,
P222,PLAZA VEA,PLAZA VEA SULLANA MALL,Sin Zona,B,,,,,,
---,PLAZA VEA,PLAZA VEA SUPER MULTIPLAZA,Sin Zona,C,,,,,,
P146,PLAZA VEA,PLAZA VEA TACNA,Sin Zona,B,,,,,,
P177,PLAZA VEA,PLAZA VEA TALARA,Sin Zona,B,,,,,,
P262,PLAZA VEA,PLAZA VEA TALARA MALL,Sin Zona,C,,,,,,
P075,PLAZA VEA,PLAZA VEA TRUJILLO I,Sin Zona,A,,,,,,
P120,PLAZA VEA,PLAZA VEA UNIVERSITARIA,Zona 1,B,,,,,,
P106,PLAZA VEA,PLAZA VEA VALLE HERMOSO,Sin Zona,C,,,,,,
P231,PLAZA VEA,PLAZA VEA VENTANILLA,Zona 1,B,,,,,,
P124,PLAZA VEA,PLAZA VEA ZARATE,Zona 1,C,,,,,,
20062,RIPLEY,RIPLEY AREQUIPA,Zona 5,A,,,,,,
20022,RIPLEY,RIPLEY ASIA,Sin Zona,C,,,,,,
20048,RIPLEY,RIPLEY BREÑA,Zona 7,B,,,,,,
20078,RIPLEY,RIPLEY CAJAMARCA,Zona 6,A,,,,,,
20043,RIPLEY,RIPLEY CALLAO,Zona 3,A,,,,,,
20009,RIPLEY,RIPLEY CARPA MAX COMAS,Zona 1,B,,,,,,
29004,RIPLEY,RIPLEY CASA REMATE,Sin Zona,C,,,,,,
20049,RIPLEY,RIPLEY CAYMA,Sin Zona,A,,,,,,
20041,RIPLEY,RIPLEY CHICLAYO,Zona 6,A,,,,,,
20069,RIPLEY,RIPLEY CHIMBOTE,Sin Zona,A,,,,,,
20021,RIPLEY,RIPLEY CHORRILLOS,Zona 4,A,,,,,,
20013,RIPLEY,RIPLEY ESTACIÓN R CHINCHA,Sin Zona,C,,,,,,
20016,RIPLEY,RIPLEY ESTACION R TRUJILLO,Sin Zona,C,,,,,,
20008,RIPLEY,RIPLEY EXPO SAN JUAN,Zona 1,A,,,,,,
20072,RIPLEY,RIPLEY HUANCAYO,Zona 7,A,,,,,,
20080,RIPLEY,RIPLEY ICA,Zona 7,B,,,,,,
20071,RIPLEY,RIPLEY JIRON DE LA UNION,Sin Zona,C,,,,,,
20025,RIPLEY,RIPLEY JOCKEY PLAZA,Zona 2,A,,,,,,
20047,RIPLEY,RIPLEY JULIACA,Sin Zona,A,,,,,,
20074,RIPLEY,RIPLEY LA RAMBLA,Zona 2,A,,,,,,
20024,RIPLEY,RIPLEY LOS OLIVOS,Zona 1,A,,,,,,
20058,RIPLEY,RIPLEY MALL DEL SUR,Zona 4,A,,,,,,
20019,RIPLEY,RIPLEY MINKA,Zona 3,B,,,,,,
20030,RIPLEY,RIPLEY MIRAFLORES,Zona 4,A,,,,,,
